Experiment	dd0 DO 2nd derivative/cell count	dd1 DO 2nd derivative/cell count	dd2 DO 2nd derivative/cell count	dd3 DO 2nd derivative/cell count	dd5 DO 2nd derivative/cell count	dd7 DO 2nd derivative/cell count
0	73.88045643127786	-74.52638570370624	-55.818204770077806	-43.113362166880684	21.761549690407513	-344.82729410007494
1	-6.43188863056971	2.6541765980885588	17.959338421610934	1.8531704918358254	-0.4224920357882638	-0.19547110660026848
2	-24.258367295907604	-144.62154402337822	-150.76503342140663	-159.75278776269553	-142.92240061000436	191.41148211819046
3	76.8723849448057	141.4740497237169	-59.86199319300035	8.961141331336313	-7.247757712929658	-5.017785194851203
4	274.41148838254463	-150.54792429396653	61.17238370709432	-79.19969971500292	13.743063965648888	-49.18364588750202
5	155.92137571071964	-30.434747832791388	3.165449082581218	-52.9014504095177	0.7216798189076753	-0.4413178296235318
6	-5.457172374700469	-8.522647377622121	8.28406961430064	-2.3926072363327946	-5.004828446464181	-12.11901144369814
7	-323.8603708996043	-252.98205855640308	4.863850541898844	-94.82159031201334	-296.52505441770217	200.038296116718
8	1.8206035907700877	5.503325934259379	-6.8832676037662965	0.027524459331478065	13.624521680712844	2.0455862185130087
9	-10.401944074625455	190.05939170075393	-121.94599143929086	-21.627303213088336	24.152542395252528	31.070928120388412
10	25.763705016990002	132.01626533054795	147.67555560446382	0.9575319448896851	-0.04887383858007409	62.59093264932656
11	-249.7257847739701	1.693553707977048	-260.051191693111	0.5427521152804855	2.4021620393404444	0.015171169420076782
12	-7.352797837574373	-15.712064212441359	176.09956634744495	-4.2767868828029165	-0.01797452587792964	0.0262001722829061
13	-328.6365601038247	-86.4828780066303	-185.5897769447736	-25.778612360900187	0.2297569693874358	0.08412698639743982
14	-376.5671388228654	9.57230430529317	-44.30658535864551	2.2825608056639366	0.6976414974962935	0.028349196545231298
15	-118.36290886064177	-95.59032288585026	-94.40160711994865	-17.28242167289381	1149.4584303869588	2.424706602531859
16	-34.47812536232254	109.64654652720661	-6.7286422883401515	-0.23138760050700485	-14.511324251864401	-0.025573501438392036
17	20.15259779251112	-3.4914198768526266	-5.284325803995417	-0.05955643158046273	-35.49022494597475	-0.002686667120455748
18	62.085669107353624	-41.65991461436251	3.4730432293388467	-0.11007522053841011	-29.092634407618718	-0.5238343055010504
19	-393.0670051541896	-79.98890873114539	-389.0937171985788	-41.26186113961352	-2.7797504273313276	-635.011501097943
20	-295.0454377601321	61.723058290208364	0.009365645495699234	-85.59142968032845	0.0374371121693451	-99.74830508026668
21	-526.5484877696533	-366.1287895484779	-0.026099092870621038	-186.13857730200968	0.12970861813694928	-191.73774683736113
22	-300.67679557668816	-446.525184963626	0.01799660268172862	-684.8619715846903	0.08848055321701381	6.81449863787294
23	-392.5027101644244	59.057783939442544	-190.31046085178335	-318.0345830767081	-80.8792906965705	-168.87690287076575
24	-155.7602208786736	-518.5578029116613	0.09700637671532532	-376.12316051646724	1.5494936340137777	-253.99660960345352
25	-494.5622559573263	-63.08985721673566	-100.35242123338072	-23.83317035006397	-14.80952267613543	-2.4430655347680306
26	-403.0445020400724	9.414610488685323	353.64260859131565	-437.59986425181967	4.904739187975157	-0.03668608985535561
27	-92.38684524437625	-130.58932444222322	0.05113944677829999	-55.89672974607045	5.207676914291194	0.06047945518909663
28	-219.1885369580521	-12.411325722622252	-321.7126526524676	-3.003691682453421	-82.71606930718235	-15.72063731373759
29	-477.81270232507654	9.951880646954171	-404.3004735336611	0.000421336665048557	-0.012966934150665405	4.077395594367443
30	-21.446047194859865	4.155915573159225	-99.6488973370836	0.025950245634394346	5.717360601746445	2.390074293165082
31	-2458.1029585810575	-76.19381694891135	-487.08227096346985	-63.3281598509917	351.16273870033	268.1844450923794
32	-241.5651276310629	14.78623654262746	-68.07626357074183	-1.6034744622899615	-12.281182245402158	-0.11882103807292167
33	-1496.9364470894898	11.274522649042872	-95.6362708901128	2.1265333317797968	-3.8364736739547567	-1.354148826817375
34	-948.9967249827756	-418.87245938157974	-358.07241847817755	-3.0540594231852336	2.6115313124175765	21.70931945035445
35	-870.4285533117325	-435.1325485521516	-285.439276013193	-419.00825255430584	4.205622724986122	-30.52095744032411
36	-571.1239503805904	15.40947985450713	-347.66837656279074	-8.576828809434987	-3.0960024140912186	-3.3123852326848975
37	-512.2735089967686	-5.5610307007580575	-312.42106781732036	-7.0965258283387325	-1.321203630622946	-4.042294095413116
38	-3410.5002421816143	5.623382981102899	0.063820112797067	-15.657801391818797	-0.9414333262123061	-0.731736037575607
39	2190.0317017840157	1.2508784686949903	-0.09588390538318574	-20.73702290109472	-10.01007568444782	0.29349750518191986
40	-637.4228336689201	-269.2167447698343	-205.23026741730806	-1.3202958307258856	0.017953162696626612	-0.0158849103045047
41	-705.5364052016513	5.008845835908841	-180.72272064900108	-4.261556315759712	-206.23812320223252	-6.8988870881754405
42	-7.070906401493676	-5.858039667601937	79.69229480947618	-62.911184434952915	-6.721569405810935	3.127061698553351
43	191.91107791840216	3.699187771921223	-242.50112048203863	73.1691077384548	-41.74188342101439	29.492475570125535
44	72.0254333152806	-7.176988980472996	-3.680199941453763	-60.0801645544784	-4.381246602221231	-0.17554880315880808
45	-12.767405966226924	-6.915354556910552	0.1531935597673545	-12.105021015306484	-0.43926345734550704	-7.494211947966948
46	-52.412563105205756	46.47733454262082	23.024814284277234	14.448913749453448	66.89876831937332	-32.31704480429537
47	1.2828192031911825	-16.109395487956114	0.057645926500571223	3.040277851109144	7.94471564799524	2.2153841502044003
48	4.128387272322693	2.8428779147781436	12.53248199550282	11.883012724754789	-30.782716617345155	-53.368018800171626
49	5.07031380664918	-10.069201873457422	-0.2208390775007582	3.489163569011889	-2.0996275808387335	-8.14600611544305
50	-126.30725452046768	-17.299172787348933	-6.364191082305178	-10.197233601094384	-13.103793712913717	5.535237486679911
51	6.215872491860895	2.716217694112297	7.30836412004394	4.242562708148527	0.6859501307646947	-6.885039321356564
52	3.6111567899418704	-0.908652982749829	-0.20803372588996358	-11.442052361454113	2.5087610153920243	-0.8261336064980619
53	-47.3804544152346	-99.2211731143957	27.226264650144227	-54.19201613482901	-83.77217449546575	-86.18067654895104
54	-17.020671357738014	-118.08225359372055	187.41963400225578	-42.15433309733722	-133.7045691329229	137.2122195193608
55	5.4597696105461635	3.7959623186593237	0.8541438653992904	4.869487632778988	-0.24539373794513936	0.4476236682339996
56	-61.06228941367955	-80.78572176607543	6.898000470399647	-60.99065838755748	-81.62097762579424	-5.134187407724745
57	-14.855042777393495	-6.340855827496908	-10.615401678564067	-21.486605524370127	13.992589365071813	0.07664405537668453
58	-0.20736467859389088	0.11449199851385194	0.0861687058426392	0.07460574203160071	-0.38947145121518306	-0.2920738453574657
59	-7.308971533993332	0.7960707957806706	-0.012287334720280785	1.6326815903055412	-1.4351483308831399	-0.479103498007979
